id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
GRUDAKO,0,Grudako,,FAIRY,STEEL,70,134,75,57,61,115,512,ROUGHSKIN,,SHARPNESS,Fairy,Dragon,Medium,45,100
GRUMPIG,0,Grumpig,,PSYCHIC,,80,45,65,90,110,80,470,THICKFAT,OWNTEMPO,GLUTTONY,Field,,Fast,60,165
GULPIN,0,Gulpin,,POISON,,70,43,53,43,53,40,302,LIQUIDOOZE,STICKYHOLD,GLUTTONY,Amorphous,,Fluctuating,225,60
GUMSHOOS,0,Gumshoos,,NORMAL,,88,110,60,55,60,45,418,STAKEOUT,STRONGJAW,ADAPTABILITY,Field,,Medium,127,146
GURDURR,0,Gurdurr,,FIGHTING,,85,105,85,40,50,40,405,GUTS,SHEERFORCE,IRONFIST,Humanlike,,Parabolic,90,142
GUZZLORD,0,Guzzlord,,DARK,DRAGON,223,101,53,97,53,43,570,BEASTBOOST,,,Undiscovered,,Slow,45,285
GYARADOS,0,Gyarados,,WATER,FLYING,95,125,79,60,100,81,540,INTIMIDATE,,MOXIE,Water2,Dragon,Slow,45,189
GYARADOS_1,1,Gyarados,,WATER,DARK,95,155,109,70,130,81,640,MOLDBREAKER,,MOLDBREAKER,Water2,Dragon,Slow,45,224
HAKAMOO,0,Hakamo-o,,DRAGON,FIGHTING,55,75,90,65,70,65,420,BULLETPROOF,SOUNDPROOF,OVERCOAT,Dragon,,Slow,45,147
HANGEAD,0,Hangead,,DARK,GHOST,80,90,73,52,80,90,465,SPIRITFEAST,,SHADOWTAG,Amorphous,Humanlike,Medium,45,168
HAPPINY,0,Happiny,,NORMAL,,100,5,5,15,65,30,220,NATURALCURE,SERENEGRACE,FRIENDGUARD,Undiscovered,,Fast,130,110
HARIYAMA,0,Hariyama,,FIGHTING,,144,120,60,40,60,50,474,THICKFAT,GUTS,SHEERFORCE,Humanlike,,Fluctuating,200,166
HARROWK,0,Harrowk,,ELECTRIC,FLYING,85,75,75,95,74,106,510,SNIPER,STATIC,DRIZZLE,Flying,,Parabolic,45,240
HATENNA,0,Hatenna,,PSYCHIC,,42,30,45,56,53,39,265,HEALER,ANTICIPATION,MAGICBOUNCE,Fairy,,Slow,235,53
HATTERENE,0,Hatterene,,PSYCHIC,FAIRY,57,90,95,136,103,29,510,HEALER,ANTICIPATION,MAGICBOUNCE,Fairy,,Slow,45,255
HATTREM,0,Hattrem,,PSYCHIC,,57,40,65,86,73,49,370,HEALER,ANTICIPATION,MAGICBOUNCE,Fairy,,Slow,120,130
HAUNTER,0,Haunter,,GHOST,POISON,45,50,45,115,55,95,405,LEVITATE,,CURSEDBODY,Amorphous,,Parabolic,90,142
HAUNTERX,0,Haunter,,DRAGON,,45,55,70,115,75,45,405,OBLIVIOUS,MOLDBREAKER,BERSERK,Xenoverse,,Parabolic,45,145
HAWLUCHA,0,Hawlucha,,FIGHTING,FLYING,78,92,75,74,63,118,500,LIMBER,UNBURDEN,MOLDBREAKER,Flying,Humanlike,Medium,100,175
HAXORUS,0,Haxorus,,DRAGON,,76,147,90,60,70,97,540,RIVALRY,MOLDBREAKER,SHARPNESS,Monster,Dragon,Parabolic,45,270
HEATMOR,0,Heatmor,,FIRE,,85,97,66,105,66,65,484,GLUTTONY,FLASHFIRE,WHITESMOKE,Field,,Medium,90,169
HEATRAN,0,Heatran,,FIRE,STEEL,91,90,106,130,106,77,600,FLASHFIRE,,FLAMEBODY,Undiscovered,,Slow,3,300
HELIOLISK,0,Heliolisk,,ELECTRIC,NORMAL,62,55,52,109,94,109,481,DRYSKIN,SANDRUSH,SOLARPOWER,Monster,Dragon,Medium,75,168
HELIOPTILE,0,Helioptile,,ELECTRIC,NORMAL,44,38,33,61,43,70,289,DRYSKIN,SANDVEIL,SOLARPOWER,Monster,Dragon,Medium,190,58
HERACROSS,0,Heracross,,BUG,FIGHTING,80,125,75,40,95,85,500,SWARM,GUTS,MOXIE,Bug,,Slow,45,175
HERACROSS_1,1,Heracross,,BUG,FIGHTING,80,185,115,40,105,75,600,SKILLLINK,,SKILLLINK,Bug,,Slow,45,210
HERCURCULES,0,Hercurcules,,BUG,FIGHTING,110,140,90,60,65,30,495,THICKFAT,BATTLEARMOR,NOGUARD,Bug,,Medium,45,260
HERDIER,0,Herdier,,NORMAL,,65,80,65,35,65,60,370,INTIMIDATE,SANDRUSH,SCRAPPY,Field,,Parabolic,120,130
HIKILOO,0,Hikiloo,,NORMAL,ICE,40,65,55,40,40,60,300,VITALSPIRIT,SNOWCLOAK,ICEBODY,Field,,Parabolic,225,56
HIPPOPOTAS,0,Hippopotas,,GROUND,,68,72,78,38,42,32,330,SANDSTREAM,,SANDFORCE,Field,,Slow,140,66
HIPPOWDON,0,Hippowdon,,GROUND,,108,112,118,68,72,47,525,SANDSTREAM,,SANDFORCE,Field,,Slow,60,184
HITMONCHAN,0,Hitmonchan,,FIGHTING,,70,105,115,35,110,75,510,IRONFIST,DISHEARTEN,DEFIANT,Humanlike,,Medium,45,159
HITMONLEE,0,Hitmonlee,,FIGHTING,,70,120,85,35,95,105,510,STRIKER,LIMBER,UNBURDEN,Humanlike,,Medium,45,159
HITMONTOP,0,Hitmontop,,FIGHTING,,70,110,110,35,100,85,510,INTIMIDATE,TECHNICIAN,TEMPOBOOST,Humanlike,,Medium,45,159
HOLINKS,0,Holinks,,ELECTRIC,PSYCHIC,80,55,75,100,100,60,470,HOLOGRAM,,ROOMWARPER,Undiscovered,,Medium,1,100
HONCHEN,0,Honchen,,DRAGON,,105,125,100,60,79,71,540,DRYSKIN,,WINDRIDER,Flying,,Erratic,45,125
HONCHKROW,0,Honchkrow,,DARK,FLYING,100,125,52,105,52,91,525,INSOMNIA,SUPERLUCK,MOXIE,Flying,,Parabolic,30,177
HONEDGE,0,Honedge,,STEEL,GHOST,45,80,100,35,37,28,325,NOGUARD,,,Mineral,,Medium,180,65
HOOH,0,Ho-Oh,,FIRE,FLYING,106,130,90,110,154,90,680,PRESSURE,,REGENERATOR,Undiscovered,,Slow,3,340
HOOPA,0,Hoopa,,PSYCHIC,GHOST,80,110,60,150,130,70,600,MAGICIAN,,,Undiscovered,,Slow,3,300
HOOPA_1,1,Hoopa,,PSYCHIC,DARK,80,160,60,170,130,80,680,MAGICIAN,,,Undiscovered,,Slow,3,340
HOOTHOOT,0,Hoothoot,,NORMAL,FLYING,60,30,30,46,56,50,272,INSOMNIA,KEENEYE,TINTEDLENS,Flying,,Medium,255,52
HOPPIP,0,Hoppip,,GRASS,FLYING,35,45,40,25,55,50,250,CHLOROPHYLL,LEAFGUARD,WINDRIDER,Fairy,Grass,Parabolic,255,50
HORSEA,0,Horsea,,WATER,,30,40,70,70,25,60,295,SWIFTSWIM,SNIPER,STORMDRAIN,Water1,Dragon,Medium,225,59
HORYUMAKI,0,Horyuaki,,DRAGON,GRASS,103,70,120,100,120,32,545,STORMDRAIN,THICKFAT,CUDCHEW,Water2,,Parabolic,45,239
HOUNDOOM,0,Houndoom,,DARK,FIRE,75,90,50,110,80,95,500,GUARDDOG,FLASHFIRE,SOLARPOWER,Field,,Slow,45,175
HOUNDOOM_1,1,Houndoom,,DARK,FIRE,75,90,90,140,90,115,600,CONFLAGRATE,,CONFLAGRATE,Field,,Slow,45,210
HOUNDOUR,0,Houndour,,DARK,FIRE,45,60,30,80,50,65,330,EARLYBIRD,FLASHFIRE,UNNERVE,Field,,Slow,120,66
HOUNDSTONE,0,Houndstone,,GHOST,,72,101,100,50,97,68,488,SANDRUSH,,FLUFFY,Field,,Parabolic,60,171
HUNTAIL,0,Huntail,,WATER,,55,104,105,94,75,52,485,SWIFTSWIM,,WATERVEIL,Water1,,Erratic,60,170
HYDRAPPLE,0,Hydrapple,,GRASS,DRAGON,106,80,110,120,80,44,540,SUPERSWEETSYRUP,REGENERATOR,STICKYHOLD,Grass,Dragon,Erratic,10,270
HYDREIGON,0,Hydreigon,,DARK,DRAGON,92,105,90,125,90,98,600,LEVITATE,,,Dragon,,Slow,45,300
HYDREIGONX,0,Hydreigon,,PSYCHIC,STEEL,85,140,112,145,108,90,680,SHACKLEDSOUL,,,Undiscovered,,Parabolic,45,194
HYPNO,0,Hypno,,PSYCHIC,SOUND,85,93,80,73,115,57,503,INSOMNIA,INTIMIDATE,NOGUARD,Humanlike,,Medium,75,169
HYSTEARIC,0,Hystearic,,GRASS,SOUND,30,32,42,58,58,20,240,SYNTHESIZER,,REVERB,Grass,Fairy,Medium,255,66
IGGLYBUFF,0,Igglybuff,,SOUND,FAIRY,90,30,20,40,25,15,220,CUTECHARM,FRISK,FRIENDGUARD,Undiscovered,,Fast,170,42
ILLUMISE,0,Illumise,,BUG,,65,47,75,73,85,85,430,OBLIVIOUS,TINTEDLENS,PRANKSTER,Bug,Humanlike,Fluctuating,150,151
IMPIDIMP,0,Impidimp,,DARK,FAIRY,45,45,30,55,40,50,265,PRANKSTER,FRISK,PICKPOCKET,Fairy,Humanlike,Medium,255,53
INCINEROAR,0,Incineroar,,FIRE,DARK,95,115,90,80,90,60,530,BLAZE,,INTIMIDATE,Field,,Parabolic,45,265
INDEEDEE,0,Indeedee,,PSYCHIC,NORMAL,60,65,55,105,95,95,475,INNERFOCUS,SYNCHRONIZE,PSYCHICSURGE,Fairy,,Fast,30,166
INDEEDEE_1,1,Indeedee,,PSYCHIC,NORMAL,70,55,65,95,105,85,475,OWNTEMPO,SYNCHRONIZE,PSYCHICSURGE,Fairy,,Fast,30,166
INFERNAPE,0,Infernape,,FIRE,FIGHTING,76,104,71,104,71,108,534,BLAZE,,IRONFIST,Field,Humanlike,Parabolic,45,267
INFLANT,0,Inflant,,WATER,,55,60,65,43,52,35,310,TORRENT,,PRESSURIZE,Water1,Monster,Parabolic,45,100
INKAY,0,Inkay,,DARK,PSYCHIC,53,54,53,47,46,45,298,CONTRARY,SUCTIONCUPS,INFILTRATOR,Water1,Water2,Medium,190,58
INTELEON,0,Inteleon,,WATER,,70,85,65,125,65,120,530,TORRENT,,SNIPER,Water1,Field,Parabolic,45,265
IRONBOULDER,0,Iron Boulder,,ROCK,PSYCHIC,90,120,80,68,108,124,590,QUARKDRIVE,,,Undiscovered,,Slow,10,295
IRONBUNDLE,0,Iron Bundle,,ICE,WATER,56,80,114,124,60,136,570,QUARKDRIVE,,,Undiscovered,,Slow,50,285
IRONCROWN,0,Iron Crown,,STEEL,PSYCHIC,90,72,100,122,108,98,590,QUARKDRIVE,,,Undiscovered,,Slow,10,295
IRONHANDS,0,Iron Hands,,FIGHTING,ELECTRIC,154,140,108,50,68,50,570,QUARKDRIVE,,,Undiscovered,,Slow,50,285
IRONJUGULIS,0,Iron Jugulis,,DARK,FLYING,94,80,86,122,80,108,570,QUARKDRIVE,,,Undiscovered,,Slow,30,285
IRONLEAVES,0,Iron Leaves,,GRASS,PSYCHIC,90,130,88,70,108,104,590,QUARKDRIVE,,,Undiscovered,,Slow,5,295
IRONMOTH,0,Iron Moth,,FIRE,POISON,80,70,60,140,110,110,570,QUARKDRIVE,,,Undiscovered,,Slow,30,285
IRONTHORNS,0,Iron Thorns,,ROCK,ELECTRIC,100,134,110,70,84,72,570,QUARKDRIVE,,,Undiscovered,,Slow,30,285
IRONTREADS,0,Iron Treads,,GROUND,STEEL,90,112,120,72,70,106,570,QUARKDRIVE,,,Undiscovered,,Slow,30,285
IRONVALIANT,0,Iron Valiant,,FAIRY,FIGHTING,74,130,90,120,60,116,590,QUARKDRIVE,,,Undiscovered,,Slow,10,295
IVYSAUR,0,Ivysaur,,GRASS,POISON,60,62,63,80,80,60,405,OVERGROW,,CHLOROPHYLL,Monster,Grass,Parabolic,45,142
JANGMOO,0,Jangmo-o,,DRAGON,,45,55,65,45,45,45,300,BULLETPROOF,SOUNDPROOF,OVERCOAT,Dragon,,Slow,45,60
JELLICENT,0,Jellicent,,WATER,GHOST,100,60,80,85,105,60,490,WATERABSORB,CURSEDBODY,DAMP,Amorphous,,Medium,60,168
JIGGLYPUFF,0,Jigglypuff,,SOUND,FAIRY,115,45,30,45,35,20,290,CUTECHARM,COMPETITIVE,FRIENDGUARD,Fairy,,Fast,170,95
JIRACHI,0,Jirachi,,STEEL,PSYCHIC,100,100,100,100,100,100,600,SERENEGRACE,,,Undiscovered,,Slow,3,300
JOLTEON,0,Jolteon,,ELECTRIC,,65,65,60,110,95,130,525,VOLTABSORB,,QUICKFEET,Field,,Medium,45,184
JOLTIK,0,Joltik,,BUG,ELECTRIC,50,47,50,57,50,65,319,COMPOUNDEYES,UNNERVE,SWARM,Bug,,Medium,190,64
JOLTIKX,0,Joltik,,BUG,ICE,50,47,40,57,40,85,319,COMPOUNDEYES,SHIELDDUST,SNOWWARNING,Xenoverse,,Medium,45,64
JUMPLUFF,0,Jumpluff,,GRASS,FLYING,75,85,70,35,95,110,470,CHLOROPHYLL,LEAFGUARD,WINDRIDER,Fairy,Grass,Parabolic,45,230
JYNX,0,Jynx,,ICE,PSYCHIC,65,50,35,115,95,95,455,OBLIVIOUS,FOREWARN,DRYSKIN,Humanlike,,Medium,45,159
KABUTO,0,Kabuto,,ROCK,WATER,30,80,90,55,45,55,355,SWIFTSWIM,BATTLEARMOR,WEAKARMOR,Water1,Water3,Medium,45,71
KABUTOPS,0,Kabutops,,ROCK,WATER,60,115,105,65,70,80,495,SWIFTSWIM,BATTLEARMOR,WEAKARMOR,Water1,Water3,Medium,45,173
KADABRA,0,Kadabra,,PSYCHIC,,40,35,30,120,70,105,400,SYNCHRONIZE,INNERFOCUS,MAGICGUARD,Humanlike,,Parabolic,100,140
KAKUNA,0,Kakuna,,BUG,POISON,45,25,50,25,25,35,205,SHEDSKIN,,,Bug,,Medium,120,72
KAMITORA,0,Kamitora,,NORMAL,ELECTRIC,115,135,105,80,90,75,600,STALWART,,SHEERFORCE,Field,,Slow,30,80
KANGASKHAN,0,Kangaskhan,,NORMAL,,105,95,80,40,80,90,490,EARLYBIRD,SCRAPPY,INNERFOCUS,Monster,,Medium,45,172
KANGASKHAN_1,1,Kangaskhan,,NORMAL,,105,125,100,60,100,100,590,PARENTALBOND,,PARENTALBOND,Monster,,Medium,45,207
KARRABLAST,0,Karrablast,,BUG,,50,75,45,40,45,60,315,SWARM,SHEDSKIN,NOGUARD,Bug,,Medium,200,63
KARTANA,0,Kartana,,GRASS,STEEL,59,181,131,59,31,109,570,BEASTBOOST,,,Undiscovered,,Slow,45,285
KECLEON,0,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_1,1,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_2,2,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_3,3,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_4,4,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_5,5,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_6,6,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_7,7,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_8,8,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KECLEON_9,9,Kecleon,,NORMAL,,60,90,70,60,120,40,440,COLORCHANGE,,PROTEAN,Field,,Parabolic,200,154
KELDEO,0,Keldeo,,WATER,FIGHTING,91,72,90,129,90,108,580,JUSTIFIED,,,Undiscovered,,Slow,3,290
KELDEO_1,1,Keldeo,,WATER,FIGHTING,91,72,90,129,90,108,580,JUSTIFIED,,,Undiscovered,,Slow,3,290
KIDOON,0,Kidoon,,FLYING,,25,20,55,30,20,70,220,DRYSKIN,,WINDRIDER,Flying,,Erratic,255,40
KILOWATTREL,0,Kilowattrel,,ELECTRIC,FLYING,70,70,60,105,60,125,490,WINDPOWER,VOLTABSORB,COMPETITIVE,Water1,Flying,Parabolic,90,172
KINGAMBIT,0,Kingambit,,DARK,STEEL,100,135,120,60,85,50,550,DEFIANT,SUPREMEOVERLORD,DISHEARTEN,Humanlike,,Medium,25,275
KINGDRA,0,Kingdra,,WATER,DRAGON,75,95,95,95,95,85,540,SWIFTSWIM,SNIPER,STORMDRAIN,Water1,Dragon,Medium,45,270
KINGLER,0,Kingler,,WATER,,55,130,115,50,50,75,475,HYPERCUTTER,SHELLARMOR,SHEERFORCE,Water3,,Medium,60,166
KIRLIA,0,Kirlia,,PSYCHIC,FAIRY,38,35,35,65,55,50,278,SYNCHRONIZE,TRACE,TELEPATHY,Humanlike,Amorphous,Slow,120,97
KIRLIA_1,1,Kirlia,,DARK,FAIRY,48,30,35,75,75,55,318,FRISK,TRACE,SERENEGRACE,Humanlike,Amorphous,Slow,120,97
KLANG,0,Klang,,STEEL,,60,80,95,70,85,50,440,PLUS,MINUS,CLEARBODY,Mineral,,Parabolic,60,154
KLAWF,0,Klawf,,ROCK,,70,100,115,35,55,75,450,ANGERSHELL,SHELLARMOR,REGENERATOR,Water3,,Medium,120,158
KLEAVOR,0,Kleavor,,BUG,ROCK,70,135,95,45,70,85,500,SWARM,SHEERFORCE,SHARPNESS,Bug,,Medium,45,175
KLEFKI,0,Klefki,,STEEL,FAIRY,57,80,91,80,87,75,470,PRANKSTER,,MAGICIAN,Mineral,,Fast,75,165
KLINK,0,Klink,,STEEL,,40,55,70,45,60,30,300,PLUS,MINUS,CLEARBODY,Mineral,,Parabolic,130,60
KLINKLANG,0,Klinklang,,STEEL,,60,95,110,90,85,90,530,PLUS,MINUS,CLEARBODY,Mineral,,Parabolic,30,260
KOFFING,0,Koffing,,POISON,,40,65,95,65,45,35,345,LEVITATE,CAUSTICFUMES,NEUTRALIZINGGAS,Amorphous,,Medium,190,68
KOINKOIN,0,Koinkoin,,NORMAL,,120,60,105,45,105,20,455,PIGGYBANK,,,Field,Mineral,Slow,180,400
KOMALA,0,Komala,,NORMAL,,65,115,65,75,95,65,480,COMATOSE,,,Field,,Slow,45,168
KOMMOO,0,Kommo-o,,DRAGON,FIGHTING,75,110,125,100,105,85,600,BULLETPROOF,SOUNDPROOF,OVERCOAT,Dragon,,Slow,45,300
KORAIDON,0,Koraidon,,FIGHTING,DRAGON,100,135,115,85,100,135,670,ORICHALCUMPULSE,,,Undiscovered,,Slow,3,335
KOTORA,0,Kotora,,NORMAL,ELECTRIC,75,80,60,35,30,40,320,MOTORDRIVE,,SHEERFORCE,Field,,Slow,45,60
KRABBY,0,Krabby,,WATER,,30,105,90,25,25,50,325,HYPERCUTTER,SHELLARMOR,SHEERFORCE,Water3,,Medium,225,65
KRICKETOT,0,Kricketot,,BUG,SOUND,37,25,41,25,41,25,194,COSTAR,SHEDSKIN,RUNAWAY,Bug,,Parabolic,255,39
KRICKETUNE,0,Kricketune,,BUG,SOUND,80,65,70,90,60,70,435,COSTAR,TECHNICIAN,SIMPLE,Bug,,Parabolic,45,134
KROKOROK,0,Krokorok,,GROUND,DARK,60,82,45,45,45,74,351,INTIMIDATE,MOXIE,ANGERPOINT,Field,,Parabolic,90,123
KROOKODILE,0,Krookodile,,GROUND,DARK,95,117,80,65,70,92,519,INTIMIDATE,MOXIE,ANGERPOINT,Field,,Parabolic,45,260
KUBFU,0,Kubfu,,FIGHTING,,60,90,60,53,50,72,385,INNERFOCUS,,,Undiscovered,,Slow,3,77
KUNGFUR,0,Kungfur,,NORMAL,FIGHTING,75,58,70,93,64,80,440,INNERFOCUS,TECHNICIAN,PUREPOWER,Field,Humanlike,Medium,127,144
KURSTRAW,0,Kurstraw,,NORMAL,GHOST,50,70,30,30,65,20,265,CURSEDBODY,,SHADOWTAG,Amorphous,Mineral,Fast,255,100
KYOGRE,0,Kyogre,,WATER,,100,100,90,150,140,90,670,DRIZZLE,,,Undiscovered,,Slow,3,335
KYOGRE_1,1,Kyogre,,WATER,,100,150,90,180,160,90,770,PRIMORDIALSEA,,,Undiscovered,,Slow,3,385
KYUREM,0,Kyurem,,DRAGON,ICE,125,130,90,130,90,95,660,PRESSURE,,,Undiscovered,,Slow,3,330
KYUREM_1,1,Kyurem,,DRAGON,ICE,125,120,90,170,100,95,700,TURBOBLAZE,,,Undiscovered,,Slow,3,350
KYUREM_2,2,Kyurem,,DRAGON,ICE,125,170,100,120,90,95,700,TERAVOLT,,,Undiscovered,,Slow,3,350
KYUREM_3,3,Kyurem,,DRAGON,ICE,125,120,90,170,100,95,700,TURBOBLAZE,,,Undiscovered,,Slow,3,350
KYUREM_4,4,Kyurem,,DRAGON,ICE,125,170,100,120,90,95,700,TERAVOLT,,,Undiscovered,,Slow,3,350
LAIRON,0,Lairon,,STEEL,ROCK,60,90,140,50,50,40,430,FILTER,ROCKHEAD,HEAVYMETAL,Monster,,Slow,90,151
LAMPENT,0,Lampent,,GHOST,FIRE,60,40,60,95,60,55,370,FLASHFIRE,FLAMEBODY,INFILTRATOR,Amorphous,,Parabolic,90,130
LANDORUS,0,Landorus,,GROUND,FLYING,89,125,90,115,80,101,600,SANDFORCE,,SHEERFORCE,Undiscovered,,Slow,3,300
LANDORUS_1,1,Landorus,,GROUND,FLYING,89,145,90,105,80,91,600,INTIMIDATE,,INTIMIDATE,Undiscovered,,Slow,3,300
LANTURN,0,Lanturn,,WATER,ELECTRIC,125,58,58,76,76,67,460,VOLTABSORB,ILLUMINATE,WATERABSORB,Water2,,Slow,75,161
LAPRAS,0,Lapras,,WATER,ICE,130,85,80,85,95,60,535,WATERABSORB,SHELLARMOR,HYDRATION,Monster,Water1,Slow,45,187
LARVESTA,0,Larvesta,,BUG,FIRE,55,85,55,50,55,60,360,FLAMEBODY,,SWARM,Bug,,Slow,45,72
LARVITAR,0,Larvitar,,ROCK,GROUND,50,64,50,45,50,41,300,GUTS,,SANDVEIL,Monster,,Slow,45,60
LATIAS,0,Latias,,DRAGON,PSYCHIC,80,80,90,110,130,110,600,LEVITATE,,,Undiscovered,,Slow,3,300
LATIAS_1,1,Latias,,DRAGON,PSYCHIC,80,100,120,140,150,110,700,LEVITATE,,,Undiscovered,,Slow,3,350
LATIOS,0,Latios,,DRAGON,PSYCHIC,80,90,80,130,110,110,600,LEVITATE,,,Undiscovered,,Slow,3,300
LATIOS_1,1,Latios,,DRAGON,PSYCHIC,80,130,100,160,120,110,700,LEVITATE,,,Undiscovered,,Slow,3,350
LEAFEON,0,Leafeon,,GRASS,,65,110,130,60,65,95,525,LEAFGUARD,,CHLOROPHYLL,Field,,Medium,45,184
LEAVANNY,0,Leavanny,,BUG,GRASS,80,103,80,60,80,97,500,SHARPNESS,CHLOROPHYLL,SILKSURGE,Bug,,Parabolic,45,250
LECHONK,0,Lechonk,,NORMAL,,54,45,40,35,45,35,254,AROMAVEIL,GLUTTONY,THICKFAT,Field,,Medium,255,51
LEDIAN,0,Ledian,,BUG,FAIRY,75,95,65,55,100,85,475,SWARM,EARLYBIRD,IRONFIST,Bug,,Fast,90,137
LEDYBA,0,Ledyba,,BUG,FLYING,40,40,30,20,80,55,265,SWARM,EARLYBIRD,RATTLED,Bug,,Fast,255,53
LICKILICKY,0,Lickilicky,,NORMAL,,110,85,95,80,95,50,515,OWNTEMPO,OBLIVIOUS,CLOUDNINE,Monster,,Medium,30,180
LICKITUNG,0,Lickitung,,NORMAL,,90,55,75,60,75,30,385,OWNTEMPO,OBLIVIOUS,CLOUDNINE,Monster,,Medium,45,77
LIEPARD,0,Liepard,,DARK,,64,88,50,88,50,106,446,LIMBER,UNBURDEN,PRANKSTER,Field,,Medium,90,156
LIEPOND,0,Liepond,,ELECTRIC,POISON,64,95,50,95,50,106,460,OVERCOAT,MERCILESS,PRANKSTER,Water1,,Medium,45,156
LILEEP,0,Lileep,,ROCK,GRASS,66,41,77,61,87,23,355,SUCTIONCUPS,,STORMDRAIN,Water3,,Erratic,45,71
LILLIGANT,0,Lilligant,,GRASS,,70,60,75,110,75,90,480,CHLOROPHYLL,OWNTEMPO,LEAFGUARD,Grass,,Medium,75,168
LILLIGANT_1,1,Lilligant,,GRASS,FIGHTING,70,105,75,50,75,105,480,CHLOROPHYLL,HUSTLE,LEAFGUARD,Grass,,Medium,75,168
LILLIPUP,0,Lillipup,,NORMAL,,45,60,45,25,45,55,275,VITALSPIRIT,PICKUP,RUNAWAY,Field,,Parabolic,255,55
LINOONE,0,Linoone,,NORMAL,,78,70,61,50,61,100,420,PICKUP,GLUTTONY,QUICKFEET,Field,,Medium,90,147
LINOONE_1,1,Linoone,,DARK,NORMAL,78,70,61,50,61,100,420,PICKUP,GLUTTONY,QUICKFEET,Field,,Medium,90,147
LITLEO,0,Litleo,,FIRE,NORMAL,62,65,58,65,54,72,376,RIVALRY,UNNERVE,MOXIE,Field,,Parabolic,220,74
LITTEN,0,Litten,,FIRE,,45,65,40,60,40,70,320,BLAZE,,INTIMIDATE,Field,,Parabolic,45,64
LITWICK,0,Litwick,,GHOST,FIRE,50,30,55,65,55,20,275,FLASHFIRE,FLAMEBODY,INFILTRATOR,Amorphous,,Parabolic,190,55
LOKIX,0,Lokix,,BUG,DARK,71,102,78,52,55,92,450,SWARM,STRIKER,TINTEDLENS,Bug,,Medium,30,158
LOMBRE,0,Lombre,,WATER,GRASS,60,50,50,60,70,50,340,SWIFTSWIM,RAINDISH,OWNTEMPO,Water1,Grass,Parabolic,120,119
LOPUNNY,0,Lopunny,,NORMAL,,65,76,84,54,96,105,480,CUTECHARM,KLUTZ,LIMBER,Field,Humanlike,Medium,60,168
LOPUNNY_1,1,Lopunny,,NORMAL,FIGHTING,65,136,94,54,96,135,580,SCRAPPY,,SCRAPPY,Field,Humanlike,Medium,60,203
LOTAD,0,Lotad,,WATER,GRASS,40,30,30,40,50,30,220,SWIFTSWIM,RAINDISH,OWNTEMPO,Water1,Grass,Parabolic,255,44
LOUDRED,0,Loudred,,SOUND,,84,71,53,71,53,28,360,SOUNDPROOF,AMPLIFY,CACOPHONY,Monster,Field,Parabolic,120,126
LUCARIO,0,Lucario,,FIGHTING,STEEL,70,110,70,115,70,90,525,STEADFAST,INNERFOCUS,JUSTIFIED,Field,Humanlike,Parabolic,45,184
LUCARIOX,0,Lucario,,PSYCHIC,STEEL,85,140,112,145,108,90,680,SHACKLEDSOUL,,,Undiscovered,,Parabolic,45,194
LUCARIO_1,1,Lucario,,FIGHTING,STEEL,70,145,88,140,70,112,625,ADAPTABILITY,,ADAPTABILITY,Field,Humanlike,Parabolic,45,219
LUDICOLO,0,Ludicolo,,WATER,GRASS,80,70,70,90,100,70,480,SWIFTSWIM,RAINDISH,OWNTEMPO,Water1,Grass,Parabolic,45,240
LUGIA,0,Lugia,,PSYCHIC,FLYING,106,90,130,90,154,110,680,PRESSURE,,MULTISCALE,Undiscovered,,Slow,3,340
LUMINEON,0,Lumineon,,WATER,,69,69,76,69,86,91,460,SWIFTSWIM,STORMDRAIN,WATERVEIL,Water2,,Erratic,75,161
LUNALA,0,Lunala,,PSYCHIC,GHOST,137,113,89,137,107,97,680,SHADOWSHIELD,,,Undiscovered,,Slow,45,340
LUNATONE,0,Lunatone,,ROCK,PSYCHIC,90,55,65,95,85,70,460,LEVITATE,,,Mineral,,Fast,45,161
LURALUNG,0,Luralung,,DRAGON,FIGHTING,80,60,90,100,65,105,500,STURDY,SHIELDDUST,NOGUARD,Dragon,,Medium,75,168
