id,name,type,category,power,accuracy,pp,priority,target,description
QUIVERDANCE,Quiver Dance,BUG,Special,0,0,20,0,User,"The user lightly performs a beautiful, mystic dance. This boosts the user’s Sp. Atk, Sp. Def, and Speed stats."
RAGE,Rage,NORMAL,,40,100,20,0,NearOther,"As long as this move is in use, the user's Attack rises each time the user is hit in battle."
RAGEFIST,Rage Fist,GHOST,,50,100,10,0,NearOther,The user converts its rage into energy to attack. The move’s power increases every time the user is hit.
RAGEPOWDER,Rage Powder,BUG,Special,0,0,20,2,User,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.
RAGINGBULL,Raging Bull,NORMAL,,90,100,10,0,NearOther,The user charges and destroys enemy barriers. This move’s type depends on the user’s form.
RAGINGFURY,Raging Fury,FIRE,,120,100,10,0,RandomNearFoe,The user rampages around spewing flames for two to three turns. The user then becomes confused.
RAINBOWGALLOP,Rainbow Gallop,FAIRY,,80,90,10,0,NearOther,The user rams into the opponent and leaves a magical rainbow trail behind them. This trail heals the user and their partner.
RAINDANCE,Rain Dance,WATER,Special,0,0,5,0,BothSides,"The user summons a heavy rain that falls for five turns, powering up Water-type attacks. The rain also lowers the power of Fire-type attacks."
RAPIDSPIN,Rapid Spin,NORMAL,,50,100,40,0,NearOther,"A spin attack that raises the user's Speed and eliminates the effects of Bind, Spikes, etc."
RAZORLEAF,Razor Leaf,GRASS,,55,95,25,0,AllNearFoes,Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily.
RAZORSHELL,Razor Shell,WATER,,75,95,10,0,NearOther,The user cuts the foe with sharp shells. It may also lower the target's Defense stat.
RAZORWIND,Razor Wind,FLYING,Physical,100,100,10,0,AllNearFoes,A two-turn attack. Blades of wind hit the foe on the second turn. Only one if under Tailwind.
RECHARGE,Recharge,ELECTRIC,Special,0,0,5,0,User,"The user restores half of its own HP. The healing increases with Electric terrain, and reduces with any other terrain."
RECOVER,Recover,NORMAL,Special,0,0,10,0,User,"Restoring its own cells, the user restores its own HP by half of its max HP."
RECYCLE,Recycle,NORMAL,Special,0,0,10,0,User,The user recycles a held item that has been used in battle so it can be used again.
REFLECT,Reflect,PSYCHIC,Special,0,0,20,0,UserSide,A wondrous wall of light is put up to reduce damage from physical moves for five turns.
REFLECTTYPE,Reflect Type,NORMAL,Special,0,0,15,0,NearOther,"The user reflects the target's type, making it the same type as the target."
REFRESH,Refresh,NORMAL,Special,0,0,20,0,User,"The user rests to cure itself of a poisoning, burn, or paralysis."
RELICSONG,Relic Song,SOUND,Physical,75,100,10,0,AllNearFoes,An ancient song appeals to the hearts of those listening. It may also induce sleep.
REST,Rest,PSYCHIC,Special,0,0,10,0,User,The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem.
RETALIATE,Retaliate,NORMAL,,70,100,5,0,NearOther,"Gets revenge for a fainted ally. If an ally fainted in the last turn, this attack's damage increases."
RETURN,Return,NORMAL,,1,100,20,0,NearOther,A full-power attack that grows more powerful the more the user likes its Trainer.
REVELATIONDANCE,Revelation Dance,NORMAL,Physical,90,100,15,0,NearOther,The user attacks the target by dancing very hard. The user's type determines the type of this move.
REVENGE,Revenge,FIGHTING,,60,100,10,-4,NearOther,An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.
REVERSAL,Reversal,FIGHTING,,1,100,15,0,NearOther,An all-out attack that becomes more powerful the less HP the user has.
REVIVALBLESSING,Revival Blessing,NORMAL,Special,0,0,1,0,User,The user revives a party Pokémon that has fainted and restores half their max HP.
REVUP,Rev Up,SOUND,,60,100,20,0,NearOther,"The user charges up sonic energy to boost himself and launch straight at the enemy, raising its Speed stat by 1 stage."
RISINGVOLTAGE,Rising Voltage,ELECTRIC,Physical,70,100,20,0,NearOther,The user attacks with electric voltage rising from the ground. Power is doubled on Electric Terrain.
ROAR,Roar,SOUND,Special,0,0,20,-6,NearOther,"The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon."
ROAROFTIME,Roar of Time,DRAGON,Physical,150,90,5,0,NearOther,The user blasts the target with power that distorts even time. The user must rest on the next turn.
ROCKBLAST,Rock Blast,ROCK,,25,90,10,0,NearOther,The user hurls hard rocks at the target. Two to five rocks are launched in quick succession.
ROCKCLIMB,Rock Climb,GROUND,,100,85,20,0,NearOther,The user attacks the target by smashing into it with incredible force. It may also confuse the target.
ROCKINGON,Rocking On,SOUND,Special,0,0,5,0,User,"The user rocks out with all their passion, rising their Attack, Special Attack and Speed."
ROCKPOLISH,Rock Polish,ROCK,Special,0,0,20,0,User,The user polishes its body to reduce drag. It can sharply raise the Speed stat.
ROCKSLIDE,Rock Slide,ROCK,,75,90,10,0,AllNearFoes,Large boulders are hurled at the foes to inflict damage. It may also make the targets flinch.
ROCKSMASH,Rock Smash,FIGHTING,,60,100,15,0,NearOther,The user attacks with a punch that can shatter a rock. It may also lower the foe's Defense stat.
ROCKTHROW,Rock Throw,ROCK,,50,90,15,0,NearOther,The user picks up and throws a small rock at the target to attack.
ROCKTOMB,Rock Tomb,ROCK,,60,95,15,0,NearOther,Boulders are hurled at the target. It also lowers the target's Speed by preventing its movement.
ROCKWRECKER,Rock Wrecker,ROCK,,165,90,5,0,NearOther,"The user launches a huge boulder at the target to attack. It must rest on the next turn, however."
ROLEPLAY,Role Play,PSYCHIC,Special,0,0,10,0,NearOther,"The user mimics the target completely, copying the target's natural Ability."
ROLLINGKICK,Rolling Kick,FIGHTING,,70,85,15,0,NearOther,"The user lashes out with a quick, spinning kick. It may also make the target flinch."
ROLLOUT,Rollout,ROCK,,30,90,20,0,NearOther,The user continually rolls into the target over five turns. It becomes stronger each time it hits.
ROOST,Roost,FLYING,Special,0,0,10,0,User,The user lands and rests its body. It restores the user's HP by up to half of its max HP.
ROTOTILLER,Rototiller,GROUND,Special,0,0,10,0,AllBattlers,The user tills the soil to encourage plant growth. This raises the Attack and Sp. Atk of Grass types.
ROUND,Round,SOUND,Physical,60,100,15,0,NearOther,The user attacks with a song. Others can join in the Round and make the attack do greater damage.
RUINATION,Ruination,DARK,Physical,1,90,10,0,NearOther,The user summons a ruinous disaster. This cuts the target’s HP in half.
SACREDFIRE,Sacred Fire,FIRE,,100,95,5,0,NearOther,The target is razed with a mystical fire of great intensity. It may also leave the target with a burn.
SACREDSWORD,Sacred Sword,FIGHTING,,90,100,15,0,NearOther,The user attacks by slicing with its long horns. The target's stat changes don't affect the damage.
SAFEGUARD,Safeguard,NORMAL,Special,0,0,25,0,UserSide,The user creates a protective field that prevents status problems for five turns.
SAFEROOM,Safe Room,PSYCHIC,Special,0,0,10,-7,BothSides,The user creates a bizarre area in which Pokémon don't take indirect damage for 5 turns.
SALTCURE,Salt Cure,ROCK,,40,100,15,0,NearOther,"The user salt cures the target, inflicting damage every turn. Steel and Water types take more damage."
SANDATTACK,Sand Attack,GROUND,Special,0,100,15,0,NearOther,"Sand is hurled in the target's face, reducing its accuracy."
SANDBLAST,Sandblast,GROUND,Physical,120,70,10,0,NearOther,The user blasts the target with a powerful stream of sand. Always hits while a sandstorm rages.
SANDSEARSTORM,Sandsear Storm,GROUND,Physical,100,80,10,0,AllNearFoes,The user wraps fierce winds and hot sand around opponents. This may leave them with a burn.
SANDSTORM,Sandstorm,ROCK,Special,0,0,10,0,BothSides,"Summons a five-turn sandstorm to hurt all combatants except the Rock, Ground, and Steel types."
SANDTOMB,Sand Tomb,GROUND,,55,95,15,0,NearOther,The user traps the target inside a harshly raging sandstorm for four to five turns.
SCALD,Scald,WATER,Physical,70,100,15,0,NearOther,The user shoots boiling hot water at its target. It may also leave the target with a burn.
SCALESHOT,Scale Shot,DRAGON,,25,90,20,0,NearOther,Attacks by shooting scales two to five times in a row. Boosts the user's Speed but lowers its Defense.
SCARYFACE,Scary Face,NORMAL,Special,0,100,10,0,NearOther,The user frightens the target with a scary face to harshly reduce its Speed stat.
SCORCHEDASHES,Scorched Ashes,FIRE,Special,0,0,15,0,FoeSide,"The user scatters burning hot ash the opponents' feet, reducing the attack of enemies who take to the field."
SCORCHEDEARTH,Scorched Earth,FIRE,Physical,60,100,10,0,AllNearFoes,"The user burns the ground under the opponent, landing a critical hit if there's a terrain active. Can't touch airborne Pokemon."
SCORCHINGSANDS,Scorching Sands,GROUND,Physical,70,100,10,0,NearOther,The user throws scorching sand at the target to attack. This may also burn the target.
SCRATCH,Scratch,NORMAL,,40,100,35,0,NearOther,"Hard, pointed, and sharp claws rake the target to inflict damage."
SCREECH,Screech,SOUND,Special,0,85,40,0,NearOther,An earsplitting screech harshly reduces the target's Defense stat.
SEANCEPYRE,Seance Pyre,FIRE,Special,0,0,15,0,AllBattlers,"The user burns themselves, while burning everybody else."
SEARINGSHOT,Searing Shot,FIRE,Physical,100,100,5,0,AllNearOthers,An inferno of scarlet flames torches everything around the user. It may leave the foe with a burn.
SECRETPOWER,Secret Power,NORMAL,,60,100,15,0,NearOther,A unique physical attack that varies in type depending on the Pokémon using it.
SECRETSWORD,Secret Sword,FIGHTING,Physical,85,100,10,0,NearOther,The user cuts with its long horn. The odd power contained in it does physical damage to the foe.
SEEDBOMB,Seed Bomb,GRASS,,80,100,15,0,AllNearFoes,The user slams a barrage of hard-shelled seeds down on the targets from above.
SEEDFLARE,Seed Flare,GRASS,Physical,120,85,5,0,NearOther,The user generates a shock wave from within its body. It may harshly lower the target's Sp. Def.
SEISMICTOSS,Seismic Toss,FIGHTING,,1,100,20,0,NearOther,The target is thrown using the power of gravity. It inflicts damage equal to the user's level.
SELFDESTRUCT,Self-Destruct,NORMAL,,200,100,5,0,AllNearOthers,The user blows up to inflict damage on all Pokémon in battle. The user faints upon using this move.
SENSORYJAM,Sensory Jam,PSYCHIC,Special,0,90,15,0,AllNearFoes,"The user uses its psychic powers to mess up all the foes' senses, paralyzing them."
SHADOWBALL,Shadow Ball,GHOST,Physical,80,100,15,0,NearOther,The user hurls a shadowy blob at the target. It may also lower the target's Sp. Def stat.
SHADOWBONE,Shadow Bone,GHOST,,85,100,10,0,NearOther,The user beats the target with a bone containing a spirit. May lower the target's Defense stat.
SHADOWCLAW,Shadow Claw,GHOST,,70,100,15,0,NearOther,The user slashes with a sharp claw made from shadows. Critical hits land more easily.
SHADOWFORCE,Shadow Force,GHOST,,120,100,5,0,NearOther,"The user disappears, then strikes the foe on the second turn. It hits even if the foe protects itself."
SHADOWPUNCH,Shadow Punch,GHOST,,75,0,20,0,NearOther,The user throws a punch from the shadows. The punch lands without fail.
SHADOWSNEAK,Shadow Sneak,GHOST,,40,100,30,1,NearOther,The user extends its shadow and attacks the target from behind. This move always goes first.
SHARPEN,Sharpen,ROCK,Special,0,0,10,0,User,"The user sharpens their body on a grindstone to become more deadly, raising their Attack and accuracy."
SHEDTAIL,Shed Tail,NORMAL,Special,0,0,10,0,User,The user creates a substitute and switches places with a party Pokémon in waiting.
SHEERCOLD,Sheer Cold,ICE,Physical,1,30,5,0,NearOther,The foe is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.
SHELLSIDEARM,Shell Side Arm,POISON,Physical,90,100,10,0,NearOther,"Inflicts physical or special damage, whichever will be more effective. May also poison the target."
SHELLSMASH,Shell Smash,NORMAL,Special,0,0,15,0,User,"The user breaks its shell, lowering its defenses but sharply raising attacking and Speed stats."
SHELLTRAP,Shell Trap,FIRE,Physical,150,100,5,-3,AllNearFoes,"The user sets a shell trap. If it is hit by a physical move, the trap explodes and hurt the attacker."
SHELTER,Shelter,STEEL,Special,0,0,10,0,User,"The user makes its skin as hard as an iron shield, sharply boosting its Defense stat."
SHIFTGEAR,Shift Gear,STEEL,Special,0,0,10,0,User,"The user rotates its gears, raising its Attack and sharply raising its Speed."
SHOCKWAVE,Shock Wave,ELECTRIC,Physical,60,0,20,0,NearOther,The user strikes the target with a quick jolt of electricity. This attack cannot be evaded.
SHOREUP,Shore Up,GROUND,Special,0,0,10,0,User,The user regains up to half of its max HP. It restores more HP in a sandstorm.
SIGNALBEAM,Signal Beam,BUG,Physical,75,100,15,0,NearOther,The user attacks with a sinister beam of light. This may also confuse the target.
SILKTERRAIN,Silky Terrain,BUG,Special,0,0,10,0,BothSides,Protects the battlefield from weather effects for five turns and makes Bug-type Pokémon take less damage.
SILKTRAP,Silk Trap,BUG,Special,0,0,10,4,User,User spins a silken trap to protect itself. Lowers the Speed of any that make direct contact.
SILVERWIND,Silver Wind,BUG,Physical,60,100,5,0,NearOther,The target is attacked with powdery scales blown by the wind. It gets stronger and hits both foes under Silky Terrain
SIMPLEBEAM,Simple Beam,NORMAL,Special,0,100,15,0,NearOther,The user's mysterious psychic wave changes the target's Ability to Simple.
SING,Sing,SOUND,Special,0,55,15,0,NearOther,A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.
SKETCH,Sketch,NORMAL,Special,0,0,1,0,NearOther,"It enables the user to permanently learn the move last used by the foe. Once used, Sketch disappears."
SKILLSWAP,Skill Swap,PSYCHIC,Special,0,0,10,0,NearOther,The user employs its psychic power to exchange Abilities with the target.
SKITTERSMACK,Skitter Smack,BUG,,70,90,10,0,NearOther,The user skitters behind the target to attack. This also lowers the target's Sp. Atk stat.
SKULLBASH,Skull Bash,NORMAL,,130,100,10,0,NearOther,"The user tucks in its head to raise its Defense in the first turn, then rams the foe on the next turn."
SKYATTACK,Sky Attack,FLYING,,140,90,5,0,Other,"A two-turns attack move. The user glows, increasing its speed, and then launches a powerful attack."
SKYDROP,Sky Drop,FLYING,,80,100,10,0,Other,"The user takes the foe into the sky, then drops it on the next turn. The foe cannot attack while airborne."
SKYUPPERCUT,Sky Uppercut,FIGHTING,,85,90,15,0,NearOther,The user attacks the target with an uppercut thrown skyward with force.
SLACKOFF,Slack Off,NORMAL,Special,0,0,10,0,User,"The user slacks off, restoring its own HP by up to half of its maximum HP."
SLAM,Slam,NORMAL,,80,75,20,0,NearOther,"The target is slammed with a long tail, vines, etc., to inflict damage."
SLASH,Slash,NORMAL,,70,100,20,0,NearOther,The target is attacked with a slash of claws or blades. Critical hits land more easily.
SLEEPPOWDER,Sleep Powder,GRASS,Special,0,75,15,0,NearOther,The user scatters a big cloud of sleep-inducing dust around the target.
SLEEPTALK,Sleep Talk,NORMAL,Special,0,0,10,0,User,"While it is asleep, the user randomly uses one of the moves it knows."
SLUDGE,Sludge,POISON,Physical,65,100,20,0,NearOther,Unsanitary sludge is hurled at the target. It may also poison the target.
SLUDGEBOMB,Sludge Bomb,POISON,Physical,90,100,10,0,NearOther,Unsanitary sludge is hurled at the target. It may also poison the target.
SLUDGEWAVE,Sludge Wave,POISON,Physical,95,100,10,0,AllNearOthers,It swamps the area around the user with a giant sludge wave. It may also poison those hit.
SMACKDOWN,Smack Down,ROCK,,50,100,15,0,NearOther,The user throws a stone or projectile to attack. A flying Pokémon will fall to the ground when hit.
SMARTSTRIKE,Smart Strike,STEEL,,70,0,10,0,NearOther,The user stabs the target with a sharp horn. This attack never misses.
SMELLINGSALTS,Smelling Salts,NORMAL,,70,100,10,0,NearOther,"This attack inflicts double damage on a paralyzed foe. It also cures the target's paralysis, however."
SMOG,Smog,POISON,Physical,30,70,20,0,NearOther,The target is attacked with a discharge of filthy gases. It may also poison the target.
SMOKESCREEN,Smokescreen,NORMAL,Special,0,100,20,0,NearOther,The user releases an obscuring cloud of smoke or ink. It reduces the target's accuracy.
SMOOTHEN,Smoothen,ROCK,Special,0,0,20,0,User,"The user smooths their body, becoming more reflective and boosting its Sp. Atk and Sp. Def stats."
SNAPTRAP,Snap Trap,GRASS,,35,100,15,0,NearOther,The user snares the target in a snap trap for four to five turns.
SNARL,Snarl,DARK,Physical,55,95,15,0,AllNearFoes,"The user yells as if it is ranting about something, making the foes' Sp. Atk stat decrease."
SNATCH,Snatch,DARK,Special,0,0,10,4,User,The user steals the effects of any healing or stat-changing move the foe attempts to use.
SNIPESHOT,Snipe Shot,WATER,Physical,80,100,15,0,NearOther,"The user ignores any effects that redirect moves, allowing this move to hit the chosen target."
SNORE,Snore,SOUND,Physical,50,100,15,0,NearOther,An attack that can be used only if the user is asleep. The harsh noise may also make the target flinch.
SNOWBRINGER,Snowbringer,ICE,Physical,120,100,10,0,NearOther,"The user gathers snow around itself, then blasts a cold beam on the next turn. Requires only 1 turn under snow."
SNOWSCAPE,Snowscape,ICE,Special,0,0,10,0,BothSides,Summons a five-turn snowstorm that boosts the Defense of Ice-type Pokémon.
SNUGGLE,Snuggle,FAIRY,,45,100,30,0,NearOther,The user strikes the foe with a big and unexpected hug.
SOAK,Soak,WATER,Special,0,100,20,0,NearOther,The user shoots a torrent of water at the target and changes the target's type to Water.
SOFTBOILED,Soft-Boiled,NORMAL,Special,0,0,10,0,User,The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.
SOLARBEAM,Solar Beam,GRASS,Physical,120,100,10,0,NearOther,"The user gathers light on the first turn, then blasts a bundled beam on the next turn."
SOLARBLADE,Solar Blade,GRASS,,125,100,10,0,NearOther,"The user gathers light energy into a blade, attacking the target on the next turn."
SONICBOOM,Sonic Boom,SOUND,Physical,40,90,20,1,AllNearFoes,"A loud, sudden shockwave hits the foes and deals damage."
SOULDRAIN,Soul Drain,GHOST,Physical,80,90,20,0,NearOther,"Inflicts physical or special damage, whichever will be more effective, and heals the user"
SOUNDBARRIER,Sound Barrier,SOUND,Special,0,0,10,1,UserSide,"The user creates a wall that weakens Water and Fairy-type moves for five turns, and blocks sound-based moves."
SOUNDPLEDGE,Sound Pledge,SOUND,Physical,70,100,10,0,NearOther,Blasts the target with a strong wave of sonic energy. Uses the higher attack stat.
SPACIALREND,Spacial Rend,DRAGON,Physical,100,95,5,0,NearOther,The user tears the target along with the space around it. Critical hits land more easily.
SPARK,Spark,ELECTRIC,,65,100,20,0,NearOther,The user throws an electrically charged tackle at the target. It may also leave the target with paralysis.
SPARKLINGARIA,Sparkling Aria,WATER,Physical,90,100,10,0,AllNearOthers,"The user bursts into song, emitting many bubbles. Any burnt Pokémon will be healed by these bubbles."
SPECTRALTHIEF,Spectral Thief,GHOST,,90,100,10,0,NearOther,"The user hides in the target's shadow, steals the target's stat boosts, and then attacks."
SPEEDSWAP,Speed Swap,PSYCHIC,Special,0,0,10,0,NearOther,The user exchanges Speed stats with the target.
SPICYEXTRACT,Spicy Extract,GRASS,Special,0,0,15,0,NearOther,Emits a spicy extract which raises the target’s Attack and lowers Defense by two stages each.
SPIDERWEB,Spider Web,BUG,Special,0,0,10,0,NearOther,"The user ensnares the target with thin, gooey silk so it can’t flee from battle."
SPIKECANNON,Spike Cannon,STEEL,,25,100,15,0,NearOther,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.
SPIKES,Spikes,GROUND,Special,0,0,20,0,FoeSide,The user lays a trap of spikes at the foe's feet. The trap hurts foes that switch into battle.
SPIKYSHIELD,Spiky Shield,GRASS,Special,0,0,10,4,User,Protects the user from attacks. Also damages attackers that make contact with the user.
SPINECHILL,Spine Chill,GHOST,Physical,70,100,15,0,NearOther,"This ghost move strikes fear into the target, with a chance to cause Frostbite."
SPINOUT,Spin Out,STEEL,,100,100,5,0,NearOther,The user inflicts damage on the target with a furious spin. This harshly lowers the user’s Speed.
SPIRITBREAK,Spirit Break,FAIRY,,75,100,15,0,NearOther,The user attacks the target with immense force. This also lowers the target's Sp. Atk stat.
SPIRITSHACKLE,Spirit Shackle,GHOST,,90,100,10,0,NearOther,The user attacks while also stitching the target's shadow to the ground to prevent it fleeing.
SPITE,Spite,GHOST,Special,0,100,10,0,NearOther,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.
SPITUP,Spit Up,NORMAL,Physical,1,100,10,0,NearOther,The power stored using the move Stockpile is released all at once in an attack.
SPLASH,Splash,NORMAL,Special,0,0,40,0,User,The user just flops and splashes around to no effect at all...
SPORE,Spore,GRASS,Special,0,100,15,0,NearOther,The user scatters bursts of spores that induce sleep.
SPOTLIGHT,Spotlight,NORMAL,Special,0,0,15,3,NearOther,The user shines a spotlight on the target so that only it will be attacked during the turn.
SPRINGTIDESTORM,Springtide Storm,FAIRY,Physical,100,80,5,0,AllNearFoes,The user wraps winds of fierce emotion around opponents. This may lower their Attack stats.
STARBURSTD,Star Burst,DRAGON,Physical,110,90,5,0,NearOther,"The user unleashes a stellar explosion using its higher attack stat, dealing half damage if the target protects itself."
STARBURSTF,Star Burst,FAIRY,Physical,110,90,5,0,NearOther,"The user unleashes a stellar explosion using its higher attack stat, dealing half damage if the target protects itself."
STARBURSTS,Star Burst,SOUND,Physical,110,90,5,0,NearOther,"The user unleashes a stellar explosion using its higher attack stat, dealing half damage if the target protects itself."
STEALTHROCK,Stealth Rock,ROCK,Special,0,0,20,0,FoeSide,The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.
STEAMERUPTION,Steam Eruption,WATER,Physical,110,95,5,0,NearOther,The user immerses the target in superheated steam. This may also leave the target with a burn.
STEAMROLLER,Steamroller,BUG,,65,100,20,0,NearOther,The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.
STEELBEAM,Steel Beam,STEEL,Physical,140,95,5,0,NearOther,The user fires a beam of steel that it collected from its entire body. This also damages the user.
STEELROLLER,Steel Roller,STEEL,,130,100,5,0,NearOther,The user attacks while destroying the terrain. This move fails when the ground isn't a terrain.
STEELWING,Steel Wing,STEEL,,70,90,25,0,NearOther,The target is hit with wings of steel. It may also raise the user's Defense stat.
STICKYWEB,Sticky Web,BUG,Special,0,0,20,0,FoeSide,"The user weaves a sticky net around the opposing team, which lowers the Speed stats of grounded foes switching into battle."
STINGFREEZE,Sting Freeze,ELECTRIC,,70,100,10,0,NearOther,"The user attacks the target's with a shocking and freezing sting, likely inflicting them with frostbite."
STOCKPILE,Stockpile,NORMAL,Special,0,0,20,0,User,"The user charges power and increases Defense, sp. Def and weight. The move can be used three times."
STOMP,Stomp,NORMAL,,65,100,20,0,NearOther,The target is stomped with a big foot. It may also make the target flinch.
STOMPINGTANTRUM,Stomping Tantrum,GROUND,,75,100,10,0,NearOther,The user attacks driven by frustration. Power increases if the user's previous move failed.
STONEAXE,Stone Axe,ROCK,,65,95,15,0,NearOther,The user swings at the opponent with its stone axes. May leave floating rocks around the target.
STONEEDGE,Stone Edge,ROCK,,100,80,5,0,NearOther,The user stabs the foe with sharpened stones from below. It has a high critical-hit ratio.
STOREDPOWER,Stored Power,PSYCHIC,Physical,20,100,10,0,NearOther,"The user attacks with stored power. The more the user's stats are raised, the greater the damage."
STORMTHROW,Storm Throw,FIGHTING,,70,95,10,0,NearOther,The user strikes the target with a fierce blow. This attack always results in a critical hit.
STRANGESTEAM,Strange Steam,FAIRY,Physical,90,95,10,0,NearOther,The user attacks the target by emitting steam. This may also confuse the target.
STREAMSLICER,Stream Slicer,WATER,Physical,80,100,10,0,NearOther,The user gathers water and uses it to form a blade. This attack does physical damage.
STRENGTH,Strength,NORMAL,,80,100,15,-6,NearOther,"The target is slugged with a punch thrown at maximum power and drags out another Pokémon in its party. In the wild, the battle ends."
STRENGTHSAP,Strength Sap,GRASS,Special,0,100,10,0,NearOther,The user restores its HP by the target's Attack stat amount. Then lowers the target's Attack stat.
STRINGSHOT,String Shot,BUG,Special,0,95,40,0,AllNearFoes,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.
STRUGGLEBUG,Struggle Bug,BUG,Physical,50,100,20,0,AllNearFoes,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.
STUFFCHEEKS,Stuff Cheeks,NORMAL,Special,0,0,10,0,User,"The user eats its held Berry, then sharply raises its Defense stat."
STUNSPORE,Stun Spore,GRASS,Special,0,75,30,0,NearOther,The user scatters a cloud of paralyzing powder. It may leave the target with paralysis.
SUBMISSION,Submission,FIGHTING,,100,85,20,0,NearOther,The user grabs the target and recklessly dives for the ground. It also hurts the user slightly.
SUBSTITUTE,Substitute,NORMAL,Special,0,0,10,0,User,The user makes a copy of itself using some of its HP. The copy serves as the user's decoy.
SUBWOOFER,Subwoofer,SOUND,,60,100,15,0,AllNearFoes,"Low pitched noises reverberate into the foes. If the same targets are hit twice in a row, the second hit will be a critical hit."
SUCKERPUNCH,Sucker Punch,DARK,,70,100,5,1,NearOther,"The user unexpectedly attacks the target at incredible speed. However, this move fails if the target is not readying an attack."
SUGARCRASH,Sugar Crash,FAIRY,,1,100,20,0,NearOther,"The user offers a treat to the opponent, only to trip them over as they reach it. Heavier enemies take more damage."
SUGARRUSH,Sugar Rush,FAIRY,,120,100,15,0,NearOther,"The user charges energetically at the target after having eaten too many sweets. After that, it tires out and defenses lower."
SUNNYDAY,Sunny Day,FIRE,Special,0,0,5,0,BothSides,"The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks."
SUNSTEELSTRIKE,Sunsteel Strike,STEEL,,100,100,5,0,NearOther,The user slams into the target with the force of a meteor. Can't be stopped by the target's Ability.
SUPERCELLSLAM,Supercell Slam,ELECTRIC,,130,95,15,0,NearOther,"The user drops onto the target with its electrified body. If it misses, the user is hurt instead."
SUPERFANG,Super Fang,NORMAL,,1,90,10,0,NearOther,The user chomps hard on the target with its sharp front fangs. It cuts the target's HP to half.
SUPERPOWER,Superpower,FIGHTING,,120,100,5,0,NearOther,"The user attacks the target with great power. However, it also lowers the user's Attack and Defense."
SUPERSONIC,Supersonic,SOUND,Special,0,55,20,0,NearOther,The user generates odd sound waves from its body. It may confuse the target.
SURF,Surf,WATER,Physical,90,100,15,0,AllNearOthers,It swamps the area around the user with a giant wave. It can also be used for crossing water.
SURGINGSTRIKES,Surging Strikes,WATER,,25,100,5,0,NearOther,Hits three times in a row with mastery of the Water style. This attack always deals critical hits.
SWAGGER,Swagger,NORMAL,Special,0,85,15,0,NearOther,"The user enrages and confuses the target. However, it also sharply raises the target's Attack stat."
SWALLOW,Swallow,NORMAL,Special,0,0,10,0,User,The power stored using the move Stockpile is absorbed by the user to heal its HP.
SWARMSTRIKE,Swarm Strike,BUG,,70,100,15,0,NearOther,"The user commands tiny bugs to swarm the opponent, reducing their Speed. Hits all opponents while Silky Terrain is up."
SWEETKISS,Sweet Kiss,FAIRY,Special,0,75,10,0,NearOther,"The user kisses the target with a sweet, angelic cuteness that causes confusion."
SWEETSCENT,Sweet Scent,NORMAL,Special,0,100,20,0,AllNearFoes,"A sweet scent that lowers the foe's evasiveness. It also lures wild Pokémon if used in grass, etc."
SWIFT,Swift,NORMAL,Physical,60,0,20,0,AllNearFoes,Star-shaped rays are shot at the opposing team. This attack never misses.
SWIFTSTINGER,Swift Stinger,BUG,,40,100,30,1,NearOther,The user shoots its sting at the target at light-speed. It has increased priority.
SWITCHEROO,Switcheroo,DARK,Special,0,100,10,0,NearOther,The user trades held items with the target faster than the eye can follow.
SWORDSDANCE,Swords Dance,NORMAL,Special,0,0,10,0,User,A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat.
SYMPHONICMASS,Symphonic Mass,SOUND,Physical,75,90,10,0,AllNearFoes,"The user sings a song that damages all opponents, while soothing themselves and their allies."
SYNCHRONOISE,Synchronoise,PSYCHIC,Physical,120,100,10,0,AllNearOthers,"Using an odd shock wave, the user damages any Pokémon of the same type as the user."
SYNTHESIS,Synthesis,GRASS,Special,0,0,5,0,User,The user restores its own HP. The amount of HP regained varies with the weather.
SYRUPBOMB,Syrup Bomb,GRASS,Physical,60,85,10,0,NearOther,"An explosion of sticky candy syrup, which drop the target's Speed stat each turn for three turns."
TACHYONCUTTER,Tachyon Cutter,STEEL,Physical,50,0,10,0,NearOther,The user attacks by launching particle blades at the target twice in a row. This attack never misses.
TACKLE,Tackle,NORMAL,,40,100,35,0,NearOther,A physical attack in which the user charges and slams into the target with its whole body.
TAILGLOW,Tail Glow,BUG,Special,0,0,20,0,User,"The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat."
